sumlev,state,county,place,cousub,concit,primgeo_flag,funcstat,name,stname,estimatesbase2020,popestimate2020,popestimate2021,popestimate2022,popestimate2023
162,19,000,00190,00000,00000,0,A,Ackley city,Iowa,1599,1595,1579,1558,1538
162,19,000,00235,00000,00000,0,A,Ackworth city,Iowa,117,117,119,118,117
162,19,000,00370,00000,00000,0,A,Adair city,Iowa,794,793,795,790,781
162,19,000,00505,00000,00000,0,A,Adel city,Iowa,6156,6176,6283,6470,6474
162,19,000,00595,00000,00000,0,A,Afton city,Iowa,870,870,867,861,863
162,19,000,00640,00000,00000,0,A,Agency city,Iowa,617,615,619,615,614
162,19,000,00730,00000,00000,0,A,Ainsworth city,Iowa,509,508,510,512,513
162,19,000,00775,00000,00000,0,A,Akron city,Iowa,1554,1550,1548,1541,1542
162,19,000,00865,00000,00000,0,A,Albert City city,Iowa,676,675,671,659,626
162,19,000,00910,00000,00000,0,A,Albia city,Iowa,3716,3725,3713,3678,3661
162,19,000,00955,00000,00000,0,A,Albion city,Iowa,449,449,445,440,441
162,19,000,01000,00000,00000,0,A,Alburnett city,Iowa,673,675,671,666,667
162,19,000,01045,00000,00000,0,A,Alden city,Iowa,763,761,753,745,738
162,19,000,01090,00000,00000,0,A,Alexander city,Iowa,167,167,166,166,163
162,19,000,01135,00000,00000,0,A,Algona city,Iowa,5487,5478,5388,5374,5342
162,19,000,01180,00000,00000,0,A,Alleman city,Iowa,434,433,437,434,434
162,19,000,01270,00000,00000,0,A,Allerton city,Iowa,430,431,430,428,432
162,19,000,01315,00000,00000,0,A,Allison city,Iowa,967,967,963,953,942
162,19,000,01495,00000,00000,0,A,Alta city,Iowa,2088,2086,2080,2040,2018
162,19,000,01540,00000,00000,0,A,Alta Vista city,Iowa,226,226,224,220,217
162,19,000,01585,00000,00000,0,A,Alton city,Iowa,1245,1244,1238,1238,1243
162,19,000,01630,00000,00000,0,A,Altoona city,Iowa,19593,19674,20764,21512,21698
162,19,000,01675,00000,00000,0,A,Alvord city,Iowa,209,209,210,214,215
162,19,000,01855,00000,00000,0,A,Ames city,Iowa,66428,66487,67024,65582,65686
162,19,000,01990,00000,00000,0,A,Anamosa city,Iowa,5445,5451,5512,5654,5704
162,19,000,02080,00000,00000,0,A,Andover city,Iowa,108,108,108,107,107
162,19,000,02125,00000,00000,0,A,Andrew city,Iowa,378,377,378,376,375
162,19,000,02260,00000,00000,0,A,Anita city,Iowa,965,964,960,966,965
162,19,000,02305,00000,00000,0,A,Ankeny city,Iowa,68062,68527,70627,72433,74458
162,19,000,02350,00000,00000,0,A,Anthon city,Iowa,542,541,532,531,531
162,19,000,02395,00000,00000,0,A,Aplington city,Iowa,1112,1111,1107,1096,1089
162,19,000,02485,00000,00000,0,A,Arcadia city,Iowa,525,529,548,565,578
162,19,000,02530,00000,00000,0,A,Archer city,Iowa,116,116,114,115,114
162,19,000,02620,00000,00000,0,A,Aredale city,Iowa,60,60,60,59,59
162,19,000,02755,00000,00000,0,A,Arion city,Iowa,98,98,96,96,95
162,19,000,02800,00000,00000,0,A,Arispe city,Iowa,96,96,95,94,94
162,19,000,02845,00000,00000,0,A,Arlington city,Iowa,422,421,419,420,418
162,19,000,02935,00000,00000,0,A,Armstrong city,Iowa,873,869,871,856,856
162,19,000,03025,00000,00000,0,A,Arnolds Park city,Iowa,1107,1115,1150,1147,1185
162,19,000,03115,00000,00000,0,A,Arthur city,Iowa,221,222,221,220,216
162,19,000,03160,00000,00000,0,A,Asbury city,Iowa,5948,5961,5983,5974,6007
162,19,000,03295,00000,00000,0,A,Ashton city,Iowa,451,452,448,441,432
162,19,000,03340,00000,00000,0,A,Aspinwall city,Iowa,35,35,34,34,34
162,19,000,03385,00000,00000,0,A,Atalissa city,Iowa,297,296,293,288,287
162,19,000,03475,00000,00000,0,A,Atkins city,Iowa,2058,2062,2096,2118,2140
162,19,000,03520,00000,00000,0,A,Atlantic city,Iowa,6797,6791,6768,6787,6781
162,19,000,03610,00000,00000,0,A,Auburn city,Iowa,264,263,263,259,258
162,19,000,03655,00000,00000,0,A,Audubon city,Iowa,2058,2059,2042,2013,1999
162,19,000,03745,00000,00000,0,A,Aurelia city,Iowa,968,968,956,956,970
162,19,000,03835,00000,00000,0,A,Aurora city,Iowa,166,166,166,166,166
162,19,000,03970,00000,00000,0,A,Avoca city,Iowa,1684,1687,1683,1671,1678
162,19,000,04105,00000,00000,0,A,Ayrshire city,Iowa,133,133,132,130,129
162,19,000,04195,00000,00000,0,A,Badger city,Iowa,524,524,539,535,532
162,19,000,04240,00000,00000,0,A,Bagley city,Iowa,232,232,228,230,230
162,19,000,04330,00000,00000,0,A,Baldwin city,Iowa,101,101,100,100,100
162,19,000,04375,00000,00000,0,A,Balltown city,Iowa,79,79,78,79,79
162,19,000,04420,00000,00000,0,A,Bancroft city,Iowa,700,699,684,683,680
162,19,000,04510,00000,00000,0,A,Bankston city,Iowa,24,24,24,23,23
162,19,000,04555,00000,00000,0,A,Barnes City city,Iowa,154,154,152,152,151
162,19,000,04645,00000,00000,0,A,Barnum city,Iowa,176,176,176,173,178
162,19,000,04780,00000,00000,0,A,Bassett city,Iowa,43,43,42,42,42
162,19,000,04825,00000,00000,0,A,Batavia city,Iowa,433,433,435,431,424
162,19,000,04870,00000,00000,0,A,Battle Creek city,Iowa,701,703,698,693,685
162,19,000,04915,00000,00000,0,A,Baxter city,Iowa,969,970,975,977,976
162,19,000,04960,00000,00000,0,A,Bayard city,Iowa,407,406,402,404,404
162,19,000,05050,00000,00000,0,A,Beacon city,Iowa,435,434,431,431,431
162,19,000,05095,00000,00000,0,A,Beaconsfield city,Iowa,15,15,15,15,15
162,19,000,05140,00000,00000,0,A,Beaman city,Iowa,160,160,160,160,159
162,19,000,05185,00000,00000,0,A,Beaver city,Iowa,45,45,45,44,44
162,19,000,05365,00000,00000,0,A,Bedford city,Iowa,1501,1493,1495,1494,1503
162,19,000,05590,00000,00000,0,A,Belle Plaine city,Iowa,2331,2327,2339,2337,2340
162,19,000,05635,00000,00000,0,A,Bellevue city,Iowa,2363,2357,2347,2328,2320
162,19,000,05680,00000,00000,0,A,Belmond city,Iowa,2466,2461,2436,2410,2399
162,19,000,05770,00000,00000,0,A,Bennett city,Iowa,348,348,345,339,335
162,19,000,05905,00000,00000,0,A,Benton city,Iowa,40,40,40,40,40
162,19,000,06040,00000,00000,0,A,Berkley city,Iowa,22,22,22,22,21
162,19,000,06085,00000,00000,0,A,Bernard city,Iowa,115,115,114,116,116
162,19,000,06175,00000,00000,0,A,Bertram city,Iowa,270,270,267,267,267
162,19,000,06355,00000,00000,0,A,Bettendorf city,Iowa,39097,39125,39328,39532,39858
162,19,000,06490,00000,00000,0,A,Bevington city,Iowa,55,55,55,55,59
162,19,000,06625,00000,00000,0,A,Birmingham city,Iowa,369,370,372,371,372
162,19,000,06760,00000,00000,0,A,Blairsburg city,Iowa,176,176,174,175,176
162,19,000,06805,00000,00000,0,A,Blairstown city,Iowa,707,706,708,706,704
162,19,000,06850,00000,00000,0,A,Blakesburg city,Iowa,273,272,272,270,269
162,19,000,06895,00000,00000,0,A,Blanchard city,Iowa,30,30,30,30,29
162,19,000,06940,00000,00000,0,A,Blencoe city,Iowa,233,233,228,228,227
162,19,000,06985,00000,00000,0,A,Blockton city,Iowa,124,123,123,123,125
162,19,000,07030,00000,00000,0,A,Bloomfield city,Iowa,2682,2683,2696,2773,2772
162,19,000,07075,00000,00000,0,A,Blue Grass city,Iowa,1666,1665,1673,1678,1686
162,19,000,07210,00000,00000,0,A,Bode city,Iowa,306,306,305,302,301
162,19,000,07345,00000,00000,0,A,Bonaparte city,Iowa,359,360,362,360,361
162,19,000,07390,00000,00000,0,A,Bondurant city,Iowa,7373,7439,8052,8705,8959
162,19,000,07480,00000,00000,0,A,Boone city,Iowa,12453,12452,12490,12386,12416
162,19,000,07660,00000,00000,0,A,Bouton city,Iowa,130,130,130,129,126
162,19,000,07750,00000,00000,0,A,Boxholm city,Iowa,178,178,178,175,173
162,19,000,07840,00000,00000,0,A,Boyden city,Iowa,702,701,697,693,697
162,19,000,07930,00000,00000,0,A,Braddyville city,Iowa,142,142,142,141,139
162,19,000,08065,00000,00000,0,A,Bradgate city,Iowa,75,75,75,75,74
162,19,000,08155,00000,00000,0,A,Brandon city,Iowa,336,337,337,336,333
162,19,000,08200,00000,00000,0,A,Brayton city,Iowa,143,143,142,138,137
162,19,000,08290,00000,00000,0,A,Breda city,Iowa,498,497,500,496,494
162,19,000,08425,00000,00000,0,A,Bridgewater city,Iowa,148,148,149,147,145
162,19,000,08470,00000,00000,0,A,Brighton city,Iowa,599,598,594,591,589
162,19,000,08560,00000,00000,0,A,Bristow city,Iowa,144,144,144,142,139
162,19,000,08605,00000,00000,0,A,Britt city,Iowa,2045,2036,2020,2002,2004
162,19,000,08650,00000,00000,0,A,Bronson city,Iowa,300,299,298,296,294
162,19,000,08695,00000,00000,0,A,Brooklyn city,Iowa,1497,1496,1486,1469,1464
162,19,000,08875,00000,00000,0,A,Brunsville city,Iowa,128,128,127,127,129
162,19,000,09100,00000,00000,0,A,Buckeye city,Iowa,84,84,83,82,82
162,19,000,09145,00000,00000,0,A,Buck Grove city,Iowa,35,35,34,34,34
162,19,000,09235,00000,00000,0,A,Buffalo city,Iowa,1181,1179,1173,1164,1164
162,19,000,09280,00000,00000,0,A,Buffalo Center city,Iowa,862,861,859,855,847
162,19,000,09550,00000,00000,0,A,Burlington city,Iowa,23988,23932,23730,23581,23565
162,19,000,09685,00000,00000,0,A,Burt city,Iowa,418,417,409,406,405
162,19,000,09730,00000,00000,0,A,Bussey city,Iowa,380,379,376,374,374
162,19,000,09820,00000,00000,0,A,Calamus city,Iowa,354,354,354,351,350
162,19,000,09955,00000,00000,0,A,Callender city,Iowa,371,371,368,362,359
162,19,000,10045,00000,00000,0,A,Calmar city,Iowa,1134,1132,1119,1109,1097
162,19,000,10090,00000,00000,0,A,Calumet city,Iowa,145,145,143,143,141
162,19,000,10135,00000,00000,0,A,Camanche city,Iowa,4572,4571,4578,4556,4552
162,19,000,10225,00000,00000,0,A,Cambridge city,Iowa,829,828,835,828,828
162,19,000,10450,00000,00000,0,A,Cantril city,Iowa,223,223,225,224,225
162,19,000,10585,00000,00000,0,A,Carbon city,Iowa,32,32,31,31,30
162,19,000,10765,00000,00000,0,A,Carlisle city,Iowa,4160,4166,4195,4283,4326
162,19,000,11035,00000,00000,0,A,Carpenter city,Iowa,89,89,89,90,90
162,19,000,11080,00000,00000,0,A,Carroll city,Iowa,10319,10300,10282,10181,10163
162,19,000,11170,00000,00000,0,A,Carson city,Iowa,766,768,765,765,766
162,19,000,11215,00000,00000,0,A,Carter Lake city,Iowa,3792,3790,3772,3757,3759
162,19,000,11305,00000,00000,0,A,Cascade city,Iowa,2388,2390,2394,2384,2385
162,19,000,11395,00000,00000,0,A,Casey city,Iowa,384,383,379,386,385
162,19,000,11485,00000,00000,0,A,Castalia city,Iowa,144,144,142,141,139
162,19,000,11530,00000,00000,0,A,Castana city,Iowa,105,105,103,102,103
162,19,000,11755,00000,00000,0,A,Cedar Falls city,Iowa,40726,40702,40668,40570,40737
162,19,000,12000,00000,00000,0,A,Cedar Rapids city,Iowa,137728,137758,136874,136392,135958
162,19,000,12270,00000,00000,0,A,Center Point city,Iowa,2585,2584,2570,2556,2549
162,19,000,12315,00000,00000,0,A,Centerville city,Iowa,5422,5407,5388,5357,5344
162,19,000,12495,00000,00000,0,A,Central City city,Iowa,1266,1267,1254,1246,1241
162,19,000,12630,00000,00000,0,A,Centralia city,Iowa,116,116,115,115,117
162,19,000,12720,00000,00000,0,A,Chariton city,Iowa,4196,4189,4229,4228,4280
162,19,000,12765,00000,00000,0,A,Charles City city,Iowa,7400,7382,7312,7242,7228
162,19,000,12855,00000,00000,0,A,Charlotte city,Iowa,391,390,393,391,389
162,19,000,12900,00000,00000,0,A,Charter Oak city,Iowa,533,532,522,518,511
162,19,000,12945,00000,00000,0,A,Chatsworth city,Iowa,74,74,74,75,74
162,19,000,12990,00000,00000,0,A,Chelsea city,Iowa,227,226,224,224,220
162,19,000,13080,00000,00000,0,A,Cherokee city,Iowa,5196,5195,5138,5119,5167
162,19,000,13125,00000,00000,0,A,Chester city,Iowa,136,136,136,136,133
162,19,000,13215,00000,00000,0,A,Chillicothe city,Iowa,76,76,76,75,78
162,19,000,13350,00000,00000,0,A,Churdan city,Iowa,366,365,363,360,357
162,19,000,13395,00000,00000,0,A,Cincinnati city,Iowa,289,288,287,284,283
162,19,000,13485,00000,00000,0,A,Clare city,Iowa,140,140,140,137,136
162,19,000,13530,00000,00000,0,A,Clarence city,Iowa,1038,1037,1029,1017,1004
162,19,000,13575,00000,00000,0,A,Clarinda city,Iowa,5369,5364,5375,5388,5305
162,19,000,13620,00000,00000,0,A,Clarion city,Iowa,2811,2805,2782,2756,2745
162,19,000,13755,00000,00000,0,A,Clarksville city,Iowa,1262,1261,1259,1244,1243
162,19,000,13845,00000,00000,0,A,Clayton city,Iowa,46,46,46,46,46
162,19,000,13980,00000,00000,0,A,Clearfield city,Iowa,279,278,278,278,282
162,19,000,14025,00000,00000,0,A,Clear Lake city,Iowa,7676,7660,7593,7558,7567
162,19,000,14115,00000,00000,0,A,Cleghorn city,Iowa,239,239,236,233,236
162,19,000,14160,00000,00000,0,A,Clemons city,Iowa,136,136,135,133,133
162,19,000,14250,00000,00000,0,A,Clermont city,Iowa,579,577,572,576,571
162,19,000,14430,00000,00000,0,A,Clinton city,Iowa,24467,24444,24457,24346,24239
162,19,000,14475,00000,00000,0,A,Clio city,Iowa,66,66,66,66,67
162,19,000,14520,00000,00000,0,A,Clive city,Iowa,18602,18654,18887,18922,19005
162,19,000,14655,00000,00000,0,A,Clutier city,Iowa,212,211,209,209,208
162,19,000,14880,00000,00000,0,A,Coburg city,Iowa,27,27,27,27,27
162,19,000,14925,00000,00000,0,A,Coggon city,Iowa,704,703,696,692,686
162,19,000,14970,00000,00000,0,A,Coin city,Iowa,176,176,176,175,172
162,19,000,15015,00000,00000,0,A,Colesburg city,Iowa,387,386,387,384,383
162,19,000,15060,00000,00000,0,A,Colfax city,Iowa,2255,2253,2254,2252,2262
162,19,000,15105,00000,00000,0,A,College Springs city,Iowa,172,172,172,171,169
162,19,000,15195,00000,00000,0,A,Collins city,Iowa,496,498,503,499,496
162,19,000,15240,00000,00000,0,A,Colo city,Iowa,848,847,850,845,842
162,19,000,15375,00000,00000,0,A,Columbus City city,Iowa,387,386,384,382,378
162,19,000,15420,00000,00000,0,A,Columbus Junction city,Iowa,1834,1830,1810,1788,1771
162,19,000,15465,00000,00000,0,A,Colwell city,Iowa,58,58,57,57,57
162,19,000,15645,00000,00000,0,A,Conesville city,Iowa,351,350,348,345,346
162,19,000,15825,00000,00000,0,A,Conrad city,Iowa,1092,1092,1092,1092,1095
162,19,000,15960,00000,00000,0,A,Conway city,Iowa,16,16,16,16,16
162,19,000,16050,00000,00000,0,A,Coon Rapids city,Iowa,1305,1303,1298,1274,1268
162,19,000,16140,00000,00000,0,A,Coppock city,Iowa,37,37,37,37,36
162,19,000,16230,00000,00000,0,A,Coralville city,Iowa,22331,22333,22937,23172,23596
162,19,000,16500,00000,00000,0,A,Corning city,Iowa,1567,1568,1534,1515,1491
162,19,000,16545,00000,00000,0,A,Correctionville city,Iowa,761,760,750,743,746
162,19,000,16590,00000,00000,0,A,Corwith city,Iowa,267,266,264,262,260
162,19,000,16635,00000,00000,0,A,Corydon city,Iowa,1521,1522,1527,1515,1537
162,19,000,16725,00000,00000,0,A,Cotter city,Iowa,38,38,37,37,37
162,19,000,16815,00000,00000,0,A,Coulter city,Iowa,219,219,218,216,217
162,19,000,16860,00000,00000,0,A,Council Bluffs city,Iowa,62792,62790,62580,62322,62399
162,19,000,16950,00000,00000,0,A,Craig city,Iowa,77,77,77,76,76
162,19,000,17130,00000,00000,0,A,Crawfordsville city,Iowa,278,277,278,277,278
162,19,000,17175,00000,00000,0,A,Crescent city,Iowa,626,626,626,622,624
162,19,000,17220,00000,00000,0,A,Cresco city,Iowa,3892,3903,3918,3939,3897
162,19,000,17265,00000,00000,0,A,Creston city,Iowa,7542,7534,7480,7388,7392
162,19,000,17490,00000,00000,0,A,Cromwell city,Iowa,105,105,104,103,103
162,19,000,17670,00000,00000,0,A,Crystal Lake city,Iowa,254,253,249,249,244
162,19,000,17760,00000,00000,0,A,Cumberland city,Iowa,248,248,249,253,250
162,19,000,17850,00000,00000,0,A,Cumming city,Iowa,430,432,454,485,501
162,19,000,17895,00000,00000,0,A,Curlew city,Iowa,40,40,39,39,39
162,19,000,17940,00000,00000,0,A,Cushing city,Iowa,230,230,227,225,223
162,19,000,17985,00000,00000,0,A,Cylinder city,Iowa,87,87,86,85,85
162,19,000,18075,00000,00000,0,A,Dakota City city,Iowa,759,759,764,759,756
162,19,000,18255,00000,00000,0,A,Dallas Center city,Iowa,1904,1909,1925,1954,1966
162,19,000,18345,00000,00000,0,A,Dana city,Iowa,35,35,35,35,34
162,19,000,18390,00000,00000,0,A,Danbury city,Iowa,319,318,312,311,311
162,19,000,18435,00000,00000,0,A,Danville city,Iowa,923,921,912,907,908
162,19,000,19000,00000,00000,0,A,Davenport city,Iowa,101727,101651,101041,100339,100354
162,19,000,19090,00000,00000,0,A,Davis City city,Iowa,178,177,179,180,179
162,19,000,19135,00000,00000,0,A,Dawson city,Iowa,112,112,112,112,110
162,19,000,19180,00000,00000,0,A,Dayton city,Iowa,774,774,772,762,759
162,19,000,19315,00000,00000,0,A,Decatur city,Iowa,177,176,178,178,178
162,19,000,19405,00000,00000,0,A,Decorah city,Iowa,7583,7578,7600,7614,7578
162,19,000,19450,00000,00000,0,A,Dedham city,Iowa,223,223,222,219,221
162,19,000,19495,00000,00000,0,A,Deep River city,Iowa,251,251,251,248,249
162,19,000,19585,00000,00000,0,A,Defiance city,Iowa,248,247,247,243,245
162,19,000,19630,00000,00000,0,A,Delaware city,Iowa,140,140,140,140,139
162,19,000,19675,00000,00000,0,A,Delhi city,Iowa,413,414,417,428,432
162,19,000,19720,00000,00000,0,A,Delmar city,Iowa,545,544,544,538,542
162,19,000,19765,00000,00000,0,A,Deloit city,Iowa,250,250,246,244,242
162,19,000,19855,00000,00000,0,A,Delta city,Iowa,262,261,257,257,258
162,19,000,19945,00000,00000,0,A,Denison city,Iowa,8367,8351,8224,8177,8114
162,19,000,20035,00000,00000,0,A,Denver city,Iowa,1921,1921,1933,1943,1946
162,19,000,20125,00000,00000,0,A,Derby city,Iowa,88,88,89,89,89
162,19,000,21000,00000,00000,0,A,Des Moines city,Iowa,214124,213826,212625,211048,210381
162,19,000,21045,00000,00000,0,A,De Soto city,Iowa,918,922,931,938,933
162,19,000,21180,00000,00000,0,A,DeWitt city,Iowa,5515,5517,5533,5522,5587
162,19,000,21225,00000,00000,0,A,Dexter city,Iowa,640,641,643,637,629
162,19,000,21270,00000,00000,0,A,Diagonal city,Iowa,339,338,337,342,338
162,19,000,21360,00000,00000,0,A,Dickens city,Iowa,147,146,147,147,147
162,19,000,21405,00000,00000,0,A,Dike city,Iowa,1300,1300,1299,1296,1298
162,19,000,21540,00000,00000,0,A,Dixon city,Iowa,203,203,203,202,204
162,19,000,21675,00000,00000,0,A,Dolliver city,Iowa,66,66,65,64,64
162,19,000,21720,00000,00000,0,A,Donahue city,Iowa,334,333,334,334,336
162,19,000,21810,00000,00000,0,A,Donnellson city,Iowa,887,887,884,873,866
162,19,000,21900,00000,00000,0,A,Doon city,Iowa,619,618,629,638,642
162,19,000,22080,00000,00000,0,A,Dougherty city,Iowa,63,63,62,62,61
162,19,000,22215,00000,00000,0,A,Dow City city,Iowa,485,484,477,471,467
162,19,000,22305,00000,00000,0,A,Dows city,Iowa,526,525,519,513,509
162,19,000,22350,00000,00000,0,A,Drakesville city,Iowa,164,164,167,167,170
162,19,000,22395,00000,00000,0,A,Dubuque city,Iowa,59677,59654,59277,58906,58877
162,19,000,22620,00000,00000,0,A,Dumont city,Iowa,636,636,632,624,618
162,19,000,22755,00000,00000,0,A,Duncombe city,Iowa,379,379,376,372,370
162,19,000,22800,00000,00000,0,A,Dundee city,Iowa,195,194,195,195,194
162,19,000,22845,00000,00000,0,A,Dunkerton city,Iowa,838,839,830,829,832
162,19,000,22890,00000,00000,0,A,Dunlap city,Iowa,1041,1041,1044,1044,1035
162,19,000,22935,00000,00000,0,A,Durango city,Iowa,22,22,22,21,21
162,19,000,22980,00000,00000,0,A,Durant city,Iowa,1876,1880,1864,1835,1815
162,19,000,23115,00000,00000,0,A,Dyersville city,Iowa,4479,4505,4511,4554,4557
162,19,000,23160,00000,00000,0,A,Dysart city,Iowa,1281,1277,1265,1263,1261
162,19,000,23250,00000,00000,0,A,Eagle Grove city,Iowa,3607,3601,3589,3569,3566
162,19,000,23340,00000,00000,0,A,Earlham city,Iowa,1411,1414,1418,1424,1413
162,19,000,23385,00000,00000,0,A,Earling city,Iowa,396,394,395,390,393
162,19,000,23430,00000,00000,0,A,Earlville city,Iowa,719,717,720,720,717
162,19,000,23475,00000,00000,0,A,Early city,Iowa,591,590,588,584,581
162,19,000,23790,00000,00000,0,A,East Peru city,Iowa,114,114,116,119,118
162,19,000,23970,00000,00000,0,A,Eddyville city,Iowa,971,968,965,958,958
162,19,000,24060,00000,00000,0,A,Edgewood city,Iowa,909,908,917,914,910
162,19,000,24375,00000,00000,0,A,Elberon city,Iowa,183,182,180,180,179
162,19,000,24420,00000,00000,0,A,Eldon city,Iowa,787,785,782,777,777
162,19,000,24465,00000,00000,0,A,Eldora city,Iowa,2660,2651,2632,2615,2589
162,19,000,24600,00000,00000,0,A,Eldridge city,Iowa,6721,6727,6748,6754,6846
162,19,000,24645,00000,00000,0,A,Elgin city,Iowa,688,686,680,678,674
162,19,000,24690,00000,00000,0,A,Elkader city,Iowa,1214,1213,1209,1206,1197
162,19,000,24735,00000,00000,0,A,Elkhart city,Iowa,882,892,929,999,1041
162,19,000,24780,00000,00000,0,A,Elk Horn city,Iowa,601,601,618,626,631
162,19,000,24825,00000,00000,0,A,Elkport city,Iowa,28,28,28,28,28
162,19,000,24870,00000,00000,0,A,Elk Run Heights city,Iowa,1069,1067,1064,1056,1055
162,19,000,24915,00000,00000,0,A,Elliott city,Iowa,339,339,338,333,331
162,19,000,25005,00000,00000,0,A,Ellston city,Iowa,21,21,21,21,21
162,19,000,25050,00000,00000,0,A,Ellsworth city,Iowa,507,506,501,495,492
162,19,000,25095,00000,00000,0,A,Elma city,Iowa,505,506,506,493,490
162,19,000,25365,00000,00000,0,A,Ely city,Iowa,2325,2333,2348,2337,2335
162,19,000,25500,00000,00000,0,A,Emerson city,Iowa,398,396,397,396,399
162,19,000,25590,00000,00000,0,A,Emmetsburg city,Iowa,3698,3696,3670,3629,3623
162,19,000,25725,00000,00000,0,A,Epworth city,Iowa,2014,2020,2023,2017,2024
162,19,000,25815,00000,00000,0,A,Essex city,Iowa,725,724,728,728,717
162,19,000,25860,00000,00000,0,A,Estherville city,Iowa,5900,5869,5856,5814,5823
162,19,000,25995,00000,00000,0,A,Evansdale city,Iowa,4562,4557,4519,4492,4490
162,19,000,26175,00000,00000,0,A,Everly city,Iowa,576,573,574,575,572
162,19,000,26265,00000,00000,0,A,Exira city,Iowa,789,790,783,775,763
162,19,000,26310,00000,00000,0,A,Exline city,Iowa,161,161,160,158,158
162,19,000,26355,00000,00000,0,A,Fairbank city,Iowa,1108,1108,1114,1119,1128
162,19,000,26400,00000,00000,0,A,Fairfax city,Iowa,2836,2853,2860,2894,2904
162,19,000,26445,00000,00000,0,A,Fairfield city,Iowa,9423,9449,9510,9427,9300
162,19,000,26760,00000,00000,0,A,Farley city,Iowa,1769,1767,1747,1722,1722
162,19,000,26850,00000,00000,0,A,Farmersburg city,Iowa,272,272,272,269,266
162,19,000,26895,00000,00000,0,A,Farmington city,Iowa,583,584,587,587,589
162,19,000,26940,00000,00000,0,A,Farnhamville city,Iowa,381,380,378,369,370
162,19,000,26985,00000,00000,0,A,Farragut city,Iowa,489,486,486,477,478
162,19,000,27165,00000,00000,0,A,Fayette city,Iowa,1256,1253,1244,1244,1240
162,19,000,27210,00000,00000,0,A,Fenton city,Iowa,268,267,259,256,253
162,19,000,27255,00000,00000,0,A,Ferguson city,Iowa,98,98,97,98,98
162,19,000,27390,00000,00000,0,A,Fertile city,Iowa,306,306,302,299,299
162,19,000,27975,00000,00000,0,A,Floris city,Iowa,115,115,115,114,114
162,19,000,28020,00000,00000,0,A,Floyd city,Iowa,312,311,309,306,305
162,19,000,28245,00000,00000,0,A,Fonda city,Iowa,637,636,633,643,633
162,19,000,28290,00000,00000,0,A,Fontanelle city,Iowa,683,683,685,676,670
162,19,000,28380,00000,00000,0,A,Forest City city,Iowa,4275,4266,4266,4276,4272
162,19,000,28425,00000,00000,0,A,Fort Atkinson city,Iowa,311,310,306,304,301
162,19,000,28515,00000,00000,0,A,Fort Dodge city,Iowa,24870,24864,25031,24667,24591
162,19,000,28605,00000,00000,0,A,Fort Madison city,Iowa,10330,10324,10249,10140,10053
162,19,000,28650,00000,00000,0,A,Fostoria city,Iowa,232,231,232,233,230
162,19,000,28740,00000,00000,0,A,Franklin city,Iowa,128,128,127,126,127
162,19,000,28920,00000,00000,0,A,Fraser city,Iowa,102,102,102,103,102
162,19,000,28965,00000,00000,0,A,Fredericksburg city,Iowa,988,986,986,983,976
162,19,000,29010,00000,00000,0,A,Frederika city,Iowa,204,204,206,206,206
162,19,000,29055,00000,00000,0,A,Fredonia city,Iowa,219,219,216,213,211
162,19,000,29190,00000,00000,0,A,Fremont city,Iowa,698,697,689,688,685
162,19,000,29280,00000,00000,0,A,Fruitland city,Iowa,962,959,948,934,930
162,19,000,29550,00000,00000,0,A,Galt city,Iowa,23,23,23,23,22
162,19,000,29595,00000,00000,0,A,Galva city,Iowa,433,434,429,422,417
162,19,000,29685,00000,00000,0,A,Garber city,Iowa,80,80,80,80,79
162,19,000,29775,00000,00000,0,A,Garden Grove city,Iowa,173,172,174,174,174
162,19,000,29910,00000,00000,0,A,Garnavillo city,Iowa,757,756,760,757,751
162,19,000,29955,00000,00000,0,A,Garner city,Iowa,3061,3055,3056,3052,3035
162,19,000,30000,00000,00000,0,A,Garrison city,Iowa,345,344,347,346,344
162,19,000,30045,00000,00000,0,A,Garwin city,Iowa,484,483,477,477,472
162,19,000,30135,00000,00000,0,A,Geneva city,Iowa,136,136,135,135,135
162,19,000,30225,00000,00000,0,A,George city,Iowa,1083,1081,1086,1095,1103
162,19,000,30540,00000,00000,0,A,Gibson city,Iowa,59,59,58,58,58
162,19,000,30630,00000,00000,0,A,Gilbert city,Iowa,1209,1207,1234,1258,1331
162,19,000,30675,00000,00000,0,A,Gilbertville city,Iowa,790,788,787,785,791
162,19,000,30810,00000,00000,0,A,Gillett Grove city,Iowa,32,32,32,32,32
162,19,000,30900,00000,00000,0,A,Gilman city,Iowa,544,544,539,531,532
162,19,000,30945,00000,00000,0,A,Gilmore City city,Iowa,484,484,483,482,478
162,19,000,31035,00000,00000,0,A,Gladbrook city,Iowa,801,799,789,788,781
162,19,000,31350,00000,00000,0,A,Glenwood city,Iowa,5073,5047,5075,5130,5175
162,19,000,31395,00000,00000,0,A,Glidden city,Iowa,1154,1152,1159,1154,1150
162,19,000,31530,00000,00000,0,A,Goldfield city,Iowa,634,632,625,618,614
162,19,000,31575,00000,00000,0,A,Goodell city,Iowa,142,142,140,140,140
162,19,000,31665,00000,00000,0,A,Goose Lake city,Iowa,249,249,249,250,251
162,19,000,31710,00000,00000,0,A,Gowrie city,Iowa,955,955,953,944,935
162,19,000,31800,00000,00000,0,A,Graettinger city,Iowa,832,831,825,811,813
